7.9348,0.0017,0.0026,0.0166,0.0000,0.8405,3.8903,0.0021,0.0000,0.0001,0.0001,0.0000,1
3.5808,0.0006,0.0009,0.0076,0.0000,0.4717,1.8840,0.0054,0.0019,0.0002,0.0001,0.0000,2
2.4301,0.0009,0.0013,0.0242,0.0000,0.2132,1.0375,0.0130,0.0020,0.0008,0.0002,0.0000,4
2.3610,0.0029,0.0037,0.0285,0.0000,0.1763,0.8881,0.0525,0.0172,0.0051,0.0002,0.0000,8
2.6365,0.0011,0.0017,0.0566,0.0000,0.1722,0.9416,0.0697,0.0205,0.0136,0.0002,0.0000,12
2.6799,0.0012,0.0018,0.0586,0.0000,0.1846,0.9333,0.0710,0.0333,0.0128,0.0002,0.0000,16
3.1583,0.0014,0.0026,0.0908,0.0000,0.2136,1.0510,0.1703,0.0751,0.0511,0.0002,0.0000,32
3.8721,0.0031,0.0052,0.1462,0.0000,0.2908,1.2309,0.4570,0.2240,0.2033,0.0003,0.0000,64
16.7782,0.0184,0.0297,0.0001,0.0000,0.0066,0.0317,0.1673,0.0000,0.0009,0.1363,0.0000,1
5.8551,0.0088,0.0128,0.0005,0.0000,0.0055,0.0248,0.2141,0.0040,0.0034,0.1558,0.0000,2
4.6413,0.0089,0.0166,0.0147,0.0000,0.0187,0.0379,0.2615,0.0055,0.0092,0.1535,0.0000,4
4.8764,0.0133,0.0192,0.0402,0.0000,0.0345,0.0600,0.3723,0.0031,0.0214,0.1952,0.0000,8
7.2187,0.0169,0.0227,0.0759,0.0000,0.0829,0.1534,0.4782,0.0073,0.0417,0.1729,0.0000,12
7.3661,0.0109,0.0176,0.1263,0.0000,0.1260,0.1517,0.6096,0.0135,0.0570,0.1930,0.0000,16
8.5686,0.0114,0.0221,0.2658,0.0000,0.2139,0.2764,1.0408,0.0606,0.1050,0.1479,0.0000,32
12.1739,0.0126,0.0253,0.6367,0.0000,0.5979,0.6470,2.1982,0.2852,0.2355,0.1511,0.0000,64
54.3850,0.0437,0.0680,0.0002,0.0000,0.0112,0.0392,6.7526,0.0000,0.0035,6.6526,0.0000,1
21.5795,0.0241,0.0345,0.0014,0.0000,0.0095,0.0410,7.9755,0.0040,0.0280,7.7503,0.0000,2
17.3503,0.0287,0.0445,0.0195,0.0000,0.0308,0.0583,7.6480,0.0043,0.0829,7.2746,0.0000,4
17.4781,0.0235,0.0330,0.0666,0.0000,0.0858,0.1526,8.6840,0.0040,0.1725,7.9893,0.0000,8
21.0635,0.0322,0.0465,0.1123,0.0000,0.0945,0.1227,8.9985,0.0114,0.2849,7.8215,0.0000,12
21.0210,0.0256,0.0394,0.1971,0.0000,0.1750,0.2376,8.4375,0.0149,0.3029,7.1400,0.0000,16
25.9524,0.0297,0.0465,0.2903,0.0000,0.3124,0.3125,10.5842,0.0603,0.6116,7.8185,0.0000,32
35.1736,0.0289,0.0558,0.7010,0.0000,0.7678,0.7446,12.8277,0.2476,1.0932,7.2137,0.0000,64
