3.0273,0.0000,0.0000,0.0394,0.0000,0.2758,1.1162,0.0043,0.0000,0.0001,0.0002,0.0000,1
5.1240,0.0000,0.0000,0.1018,0.0000,0.7427,2.4824,0.0057,0.0000,0.0001,0.0002,0.0000,2
4.4317,0.0000,0.0000,0.1371,0.0000,1.7184,1.8390,0.0062,0.0000,0.0001,0.0002,0.0000,4
4.1042,0.0000,0.0000,0.1903,0.0000,1.5482,1.7578,0.0063,0.0000,0.0001,0.0002,0.0000,8
3.9091,0.0000,0.0000,0.3116,0.0000,0.9333,1.7466,0.0057,0.0000,0.0001,0.0002,0.0000,12
3.3477,0.0000,0.0000,0.7192,0.0000,0.9107,1.5202,0.0063,0.0000,0.0001,0.0002,0.0000,16
3.4017,0.0000,0.0000,0.7404,0.0000,1.0688,1.5770,0.0067,0.0000,0.0001,0.0002,0.0000,32
3.4828,0.0000,0.0000,0.4002,0.0000,1.3654,1.5803,0.0068,0.0000,0.0001,0.0002,0.0000,64
8.8615,0.0000,0.0000,0.0024,0.0000,0.0053,0.0182,0.1835,0.0000,0.0007,0.1341,0.0000,1
11.2133,0.0000,0.0000,0.0034,0.0000,0.0111,0.0246,0.2120,0.0000,0.0008,0.1563,0.0000,2
9.5963,0.0000,0.0000,0.0151,0.0000,0.0213,0.0652,0.2516,0.0000,0.0010,0.1834,0.0000,4
7.7502,0.0000,0.0000,0.0438,0.0000,0.0714,0.1193,0.2581,0.0000,0.0010,0.1895,0.0000,8
7.6121,0.0000,0.0000,0.0657,0.0000,0.1135,0.1669,0.3113,0.0000,0.0013,0.2283,0.0000,12
8.5089,0.0000,0.0000,0.1789,0.0000,0.2058,0.2631,0.2702,0.0000,0.0010,0.1986,0.0000,16
8.1161,0.0000,0.0000,0.3141,0.0000,1.2380,0.4840,0.3449,0.0000,0.0016,0.2420,0.0000,32
7.3550,0.0000,0.0000,0.5377,0.0000,2.3244,0.8792,0.2674,0.0000,0.0010,0.1989,0.0000,64
28.1349,0.0000,0.0000,0.0023,0.0000,0.0062,0.0227,8.1096,0.0000,0.0025,7.9449,0.0000,1
37.0361,0.0000,0.0000,0.0064,0.0000,0.0191,0.0380,8.3160,0.0000,0.0028,8.1254,0.0000,2
27.5228,0.0000,0.0000,0.0255,0.0000,0.0254,0.0579,7.7754,0.0000,0.0028,7.5892,0.0000,4
24.1126,0.0000,0.0000,0.0665,0.0000,0.0741,0.1777,7.6801,0.0000,0.0032,7.4834,0.0000,8
23.4588,0.0000,0.0000,0.1015,0.0000,0.2193,0.3048,7.5781,0.0000,0.0025,7.4135,0.0000,12
21.8681,0.0000,0.0000,0.1451,0.0000,0.3278,0.2740,8.2352,0.0000,0.0032,8.0352,0.0000,16
21.2548,0.0000,0.0000,0.2951,0.0000,0.5201,0.5663,8.0396,0.0000,0.0032,7.8360,0.0000,32
20.5797,0.0000,0.0000,0.9244,0.0000,0.9399,1.1389,9.5380,0.0000,0.0032,9.3322,0.0000,64
16.4734,0.0000,0.0000,0.0012,0.0000,0.0043,0.0177,9.1438,0.0000,0.0036,8.9990,0.0000,1
21.3690,0.0000,0.0000,0.0057,0.0000,0.0090,0.0257,10.4216,0.0000,0.0036,10.2745,0.0000,2
16.3648,0.0000,0.0000,0.0173,0.0000,0.0183,0.0544,8.9787,0.0000,0.0039,8.8171,0.0000,4
11.8704,0.0000,0.0000,0.0309,0.0000,0.0455,0.0729,11.0801,0.0000,0.0039,10.9162,0.0000,8
14.3669,0.0000,0.0000,0.0989,0.0000,0.1077,0.1718,10.1955,0.0000,0.0044,10.0153,0.0000,12
12.3204,0.0000,0.0000,0.1294,0.0000,0.1514,0.2291,8.5425,0.0000,0.0044,8.3662,0.0000,16
12.4092,0.0000,0.0000,0.2806,0.0000,0.5191,0.4096,11.1872,0.0000,0.0065,10.9302,0.0000,32
11.2945,0.0000,0.0000,0.4985,0.0000,2.2284,0.7040,10.0644,0.0000,0.0054,9.8490,0.0000,64
