1.3359,0.0008,0.0000,0.0004,0.0000,0.0034,0.0140,0.0071,0.0002,0.0010,0.0021,0.0029,1
2.2663,0.0006,0.0000,0.0040,0.0000,0.0104,0.0292,0.0186,0.0003,0.0052,0.0017,0.0073,2
2.6316,0.0009,0.0000,0.0191,0.0000,0.0251,0.0841,0.0130,0.0003,0.0009,0.0031,0.0068,4
1.7182,0.0032,0.0000,0.0371,0.0000,0.0933,0.1230,0.0063,0.0003,0.0009,0.0015,0.0029,8
1.3497,0.0007,0.0000,0.0621,0.0000,0.0764,0.1597,0.0064,0.0002,0.0008,0.0014,0.0030,16
1.3423,0.0006,0.0000,0.1383,0.0000,0.2162,0.3098,0.0061,0.0001,0.0010,0.0012,0.0028,32
1.3706,0.0006,0.0000,0.2914,0.0000,0.5415,0.7448,0.0058,0.0001,0.0009,0.0011,0.0029,64
2.7306,0.0009,0.0000,0.0009,0.0000,0.0081,0.0161,0.0304,0.0004,0.0039,0.0179,0.0050,1
3.9681,0.0009,0.0000,0.0072,0.0000,0.0096,0.0250,0.0336,0.0004,0.0039,0.0212,0.0049,2
3.1618,0.0010,0.0000,0.0166,0.0000,0.0195,0.0496,0.0350,0.0004,0.0039,0.0226,0.0050,4
2.8498,0.0008,0.0000,0.0324,0.0000,0.0378,0.0936,0.0331,0.0004,0.0040,0.0206,0.0050,8
2.8128,0.0009,0.0000,0.0778,0.0000,0.1188,0.1807,0.0326,0.0004,0.0041,0.0198,0.0050,12
2.6708,0.0009,0.0000,0.0502,0.0000,0.1248,0.1802,0.0332,0.0004,0.0039,0.0195,0.0053,16
2.6892,0.0011,0.0000,0.3309,0.0000,0.4916,0.7530,0.0339,0.0004,0.0039,0.0213,0.0051,64
5.3659,0.0017,0.0000,0.0008,0.0000,0.0041,0.0154,0.0446,0.0009,0.0012,0.0272,0.0114,1
8.3752,0.0016,0.0000,0.0062,0.0000,0.0135,0.0319,0.0414,0.0009,0.0012,0.0229,0.0126,2
6.4384,0.0016,0.0000,0.0253,0.0000,0.0228,0.0486,0.0454,0.0010,0.0013,0.0279,0.0115,4
5.6611,0.0016,0.0000,0.0385,0.0000,0.0368,0.1007,0.0458,0.0009,0.0012,0.0283,0.0115,8
5.9365,0.0016,0.0000,0.1005,0.0000,0.1093,0.2543,0.0448,0.0009,0.0013,0.0274,0.0113,12
6.4339,0.0016,0.0000,0.1335,0.0000,0.2768,0.2990,0.0451,0.0010,0.0011,0.0276,0.0114,16
5.3522,0.0016,0.0000,0.2327,0.0000,0.2928,0.3999,0.0442,0.0009,0.0012,0.0268,0.0114,32
6.0262,0.0016,0.0000,0.5274,0.0000,0.9030,0.9305,0.0482,0.0010,0.0012,0.0281,0.0138,64
13.2218,0.0039,0.0000,0.0034,0.0000,0.0081,0.0274,2.3808,0.0018,0.0206,2.3051,0.0243,1
16.8693,0.0032,0.0000,0.0076,0.0000,0.0142,0.0330,2.4447,0.0017,0.0212,2.3674,0.0259,2
13.4449,0.0030,0.0000,0.0184,0.0000,0.0355,0.0492,2.3550,0.0018,0.0213,2.2796,0.0233,4
11.6721,0.0029,0.0000,0.0391,0.0000,0.0492,0.1346,2.3388,0.0026,0.0208,2.2602,0.0269,8
11.2037,0.0032,0.0000,0.0627,0.0000,0.0753,0.1902,2.4637,0.0018,0.0203,2.3900,0.0233,12
10.7963,0.0031,0.0000,0.0831,0.0000,0.1149,0.2157,2.2368,0.0018,0.0207,2.1624,0.0232,16
10.3832,0.0028,0.0000,0.1566,0.0000,0.2757,0.3309,2.3427,0.0019,0.0201,2.2664,0.0232,32
11.1710,0.0035,0.0000,0.4064,0.0000,0.8341,1.0173,3.2617,0.0020,0.0197,3.1812,0.0279,64
24.1527,0.0062,0.0000,0.0062,0.0000,0.0136,0.0352,3.6120,0.0031,0.0070,3.5138,0.0419,1
35.4311,0.0085,0.0000,0.0105,0.0000,0.0160,0.0518,3.7595,0.0031,0.0069,3.6637,0.0420,2
25.7748,0.0050,0.0000,0.0527,0.0000,0.0714,0.1870,5.2599,0.0035,0.0086,5.1222,0.0595,8
27.0919,0.0131,0.0000,0.1004,0.0000,0.1600,0.3244,5.1017,0.0039,0.0074,4.9507,0.0774,12
26.6962,0.0089,0.0000,0.1536,0.0000,0.2709,0.4940,4.7072,0.0040,0.0076,4.5537,0.0721,16
24.8123,0.0069,0.0000,0.3261,0.0000,0.3478,0.6621,3.8983,0.0032,0.0059,3.7992,0.0425,32
22.8711,0.0076,0.0000,0.7520,0.0000,0.5886,1.2658,4.4324,0.0044,0.0073,4.3170,0.0526,64
